alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,target_name,PC1,PC2,PC3,PC4,PC5
14.22,3.99,2.51,13.2,128.0,3.0,3.04,0.2,2.08,5.1,0.89,3.53,760.0,0,class_0,2.5298010923718097,1.8030019760618279,-0.34315238897969014,1.18697429561546,1.2978957091037795
13.56,1.71,2.31,16.2,117.0,3.15,3.29,0.34,2.34,6.13,0.95,3.38,795.0,0,class_0,2.5880954258544024,0.7796163041925079,-0.11847746611373518,0.47597143975668377,0.4033220159457188
13.41,3.84,2.12,18.8,90.0,2.45,2.68,0.27,1.48,4.28,0.91,3.0,1035.0,0,class_0,0.6684819937541857,0.16996094061987538,-0.7833625480611472,1.313083777003969,-0.3717634179097543
13.88,1.89,2.59,15.0,101.0,3.25,3.56,0.17,1.7,5.43,0.88,3.56,1095.0,0,class_0,3.070806990412007,1.1559189566098829,-0.3127580839341546,0.5502846354673235,-0.30412565257297
13.24,3.98,2.29,17.5,103.0,2.64,2.63,0.32,1.66,4.36,0.82,3.0,680.0,0,class_0,0.46220913751600673,0.33074213219227494,-0.20147649625677294,1.4364938632755906,0.28322487726556356
13.05,1.77,2.1,17.0,107.0,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885.0,0,class_0,2.1013519305380153,-0.07100892095406582,-0.6558494150434344,0.7577448387022152,0.4715377263535281
14.21,4.04,2.44,18.9,111.0,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080.0,0,class_0,1.1361661775610168,1.7771073929776369,0.028705735784751097,0.6918312117745785,-0.06092420575198017
14.38,3.59,2.28,16.0,102.0,3.25,3.17,0.27,2.19,4.9,1.04,3.44,1065.0,0,class_0,2.726600963640802,1.1913346919571839,-0.5397732611476739,1.3895506741306776,-0.4968945883275799
13.9,1.68,2.12,16.0,101.0,3.1,3.39,0.21,2.14,6.1,0.91,3.33,985.0,0,class_0,2.821339274192248,0.6462585991417045,-1.1555524107274082,0.9876629123241937,-0.00997701769070631
14.1,2.02,2.4,18.8,103.0,2.75,2.92,0.32,2.38,6.2,1.07,2.75,1060.0,0,class_0,2.0098508509123576,1.2470294606787602,-0.057293987939922006,0.2306431070403074,-0.3846510704947799
13.94,1.73,2.27,17.4,108.0,2.88,3.54,0.32,2.08,8.9,1.12,3.1,1260.0,0,class_0,2.7074913042663926,1.751967407206337,-0.6431136120007936,-0.10023152006305149,-0.4947130319432398
13.05,1.73,2.04,12.4,92.0,2.72,3.27,0.17,2.91,7.2,1.12,2.91,1150.0,0,class_0,3.214917474773822,0.1669919949967916,-1.973571679901373,1.12068393904346,0.012278197312871294
13.83,1.65,2.6,17.2,94.0,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265.0,0,class_0,2.8589598267172924,0.7452788039895882,0.004719502164697575,-0.21527655699454457,-0.7588084943240841
13.82,1.75,2.42,14.0,111.0,3.88,3.74,0.32,1.87,7.05,1.01,3.26,1190.0,0,class_0,3.5056043559232224,1.6127338560350106,-0.5207745300761741,0.10653642366463079,-0.6016844439291602
13.77,1.9,2.68,17.1,115.0,3.0,2.79,0.39,1.68,6.3,1.13,2.93,1375.0,0,class_0,2.224791380532172,1.8751679995630235,0.3395498503542105,-1.2069665793418787,-0.5766442488035866
13.74,1.67,2.25,16.4,118.0,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060.0,0,class_0,2.1469878235638657,1.0167515377576604,-0.9577627619503258,-0.24031819021886242,0.8801045044036454
13.56,1.73,2.46,20.5,116.0,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120.0,0,class_0,2.4693294837977873,1.3290083106496215,0.513437453035971,0.2553486207166496,0.9121401022097736
14.22,1.7,2.3,16.3,118.0,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970.0,0,class_0,2.741517914277452,1.4365487835125146,-0.6124733957169578,0.20574744102620365,0.4342638634395141
13.29,1.97,2.68,16.8,102.0,3.0,3.23,0.31,1.66,6.0,1.07,2.84,1270.0,0,class_0,2.1737409209653067,1.212199840697793,0.2617795927707908,-0.5044260860796378,-0.6954218130360283
13.72,1.43,2.5,16.7,108.0,3.4,3.67,0.19,2.04,6.8,0.89,2.87,1285.0,0,class_0,3.1393801518289943,1.731579115992512,-0.28566141261644823,0.2305672124832839,0.0750408360722051
12.37,0.94,1.36,10.6,88.0,1.98,0.57,0.28,0.42,1.95,1.05,1.82,520.0,1,class_1,-0.928581968921855,-3.073486163188925,-4.585064007148205,-1.0518443905458055,0.4571241235046409
12.33,1.1,2.28,16.0,101.0,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680.0,1,class_1,-1.5424801378968802,-1.3814435080942278,-0.8746831124458081,-2.890119746157419,-0.9780083247078502
12.64,1.36,2.02,16.8,100.0,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450.0,1,class_1,-1.8362497634669401,-0.8299841230557168,-1.6057021863206193,-1.4521048531888525,-0.2940757973576289
13.67,1.25,1.92,18.0,94.0,2.1,1.79,0.32,0.73,3.8,1.23,2.46,630.0,1,class_1,0.03060683408667963,-1.2627861442114001,-1.7844080104188553,-1.2065760705635413,-0.3936043221297575
12.37,1.13,2.16,19.0,87.0,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420.0,1,class_1,2.050261607576316,-1.9250326046500994,-0.007368777349818495,0.7213219027367317,-0.08112664847440468
12.17,1.45,2.53,19.0,104.0,1.89,1.75,0.45,1.03,2.95,1.45,2.23,355.0,1,class_1,-0.609680827177622,-1.9080588050851865,0.6793579379775367,-2.1530760908358877,-0.04990255123111843
12.37,1.21,2.56,18.1,98.0,2.42,2.65,0.37,2.08,4.6,1.19,2.3,678.0,1,class_1,0.9002278387071434,-0.7639114736096089,0.5733613020971922,-0.6793616342868717,-0.14263304851093542
13.11,1.01,1.7,15.0,78.0,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502.0,1,class_1,2.248507190798394,-1.8845924845501303,-2.031840192867588,1.4076272343171528,-0.7320069560460375
12.37,1.17,1.92,19.6,78.0,2.11,2.0,0.27,1.04,4.68,1.12,3.48,510.0,1,class_1,0.18338402668475584,-2.427146114703568,-1.0697455602477997,0.1274179719849098,-0.5345735590539724
13.34,0.94,2.36,17.0,110.0,2.53,1.3,0.55,0.42,3.17,1.02,1.93,750.0,1,class_1,-0.8128050273520717,-0.2205139869022686,-0.7070053958009656,-2.4889895776206488,-0.5835598311121848
12.21,1.19,1.75,16.8,151.0,1.85,1.28,0.14,2.5,2.85,1.28,3.07,718.0,1,class_1,1.9756204987985533,-1.4032832253096115,-1.2382762196848602,-1.1523064888662735,4.186656742220531
12.29,1.61,2.21,20.4,103.0,1.1,1.02,0.37,1.46,3.05,0.906,1.82,870.0,1,class_1,-1.5722162196263,-0.8849831369082211,-0.6289979502315928,-1.1718464071389394,0.9653445697690007
13.86,1.51,2.67,25.0,86.0,2.95,2.86,0.21,1.87,3.38,1.36,3.16,410.0,1,class_1,1.6576818088332896,-0.9567121974591483,1.9525842166061964,0.15220891160111336,-0.7871611831143367
13.49,1.66,2.24,24.0,87.0,1.88,1.84,0.27,1.03,3.74,0.98,2.78,472.0,1,class_1,-0.7253723880353553,-1.0636454007060931,0.08033222861543558,-0.07601943117966604,-0.18016577036873188
12.99,1.67,2.6,30.0,139.0,3.3,2.89,0.21,1.96,3.35,1.31,3.5,985.0,1,class_1,2.5622271731703616,0.26019855065459585,3.374393962239758,-0.9793994323621754,1.9807986006300453
11.96,1.09,2.3,21.0,101.0,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886.0,1,class_1,1.8325675700495478,-1.2878781978605247,0.45828002739955803,0.17135075351694556,1.0012222334229648
11.66,1.88,1.92,16.0,97.0,1.61,1.57,0.34,1.15,3.8,1.23,2.14,428.0,1,class_1,-0.8679929031954122,-2.444101185580862,-1.5633331789503784,-0.831459859384681,0.7079799805345866
13.03,0.9,1.71,16.0,86.0,1.95,2.03,0.24,1.46,4.6,1.19,2.48,392.0,1,class_1,0.37001440429478244,-2.153906975156985,-2.449386348303739,-0.1261590444750684,0.09529984226013105
11.84,2.89,2.23,18.0,112.0,1.72,1.32,0.43,0.95,2.65,0.96,2.52,500.0,1,class_1,-1.4573770449061383,-1.3833517690762587,-0.22730690232730458,-0.6963568703738038,1.0673621825638078
12.33,0.99,1.95,14.8,136.0,1.9,1.85,0.35,2.76,3.4,1.06,2.31,750.0,1,class_1,1.2629308497284977,-0.7708495299701151,-1.184224517375238,-0.9258822437115202,2.613593044713573
12.7,3.87,2.4,23.0,101.0,2.83,2.55,0.43,1.95,2.57,1.19,3.13,463.0,1,class_1,0.37615037193424083,-1.027043403355822,1.794466294542657,0.9785445272560205,-0.1365691883124412
12.0,0.92,2.0,19.0,86.0,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278.0,1,class_1,0.7620639041095995,-3.3750538099635325,-0.35747005553946615,-0.3667329145186533,-0.15444057267645525
12.72,1.81,2.2,18.8,86.0,2.2,2.53,0.26,1.77,3.9,1.16,3.14,714.0,1,class_1,1.0345779671651867,-1.45070973824409,-0.3630117731639618,0.29659578044989904,-0.3058872373625726
12.08,1.13,2.51,24.0,78.0,2.0,1.58,0.4,1.4,2.2,1.31,2.72,630.0,1,class_1,-0.49487675568032696,-2.381243526767369,1.3357431762848646,-1.0409788442473509,-1.0421266340608544
13.05,3.86,2.32,22.5,85.0,1.65,1.59,0.61,1.62,4.8,0.84,2.01,515.0,1,class_1,-2.5389770842951203,-0.08744335730498282,0.47425139276914596,0.7586014542364284,-1.127816475251069
11.84,0.89,2.58,18.0,94.0,2.2,2.21,0.22,2.35,3.05,0.79,3.08,520.0,1,class_1,0.8353201453942981,-1.4736705514008666,0.6100935756921068,0.5829518777254207,0.8991847835917909
12.67,0.98,2.24,18.0,99.0,2.2,1.94,0.3,1.46,2.62,1.23,3.16,450.0,1,class_1,0.78790461498971,-2.0266265224624753,-0.25472340396954984,-0.8094180804315669,0.2588525423484407
12.16,1.61,2.31,22.8,90.0,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495.0,1,class_1,-0.8068321559655378,-2.2338303908439103,0.7728557971982642,-1.0137157469318296,-0.29186229873771863
11.65,1.67,2.62,26.0,88.0,1.92,1.61,0.4,1.34,2.6,1.36,3.21,562.0,1,class_1,-0.5580426248756813,-2.372985428849455,2.307611404012002,-1.0353203058236926,-0.47693950799759294
11.64,2.06,2.46,21.6,84.0,1.95,1.69,0.48,1.35,2.8,1.0,2.75,680.0,1,class_1,-1.1151110419194454,-1.8022471916654534,0.9592533076886531,-0.33128379115301826,-0.7315100618693968
12.08,1.33,2.3,23.6,70.0,2.2,1.59,0.42,1.38,1.74,1.07,3.21,625.0,1,class_1,-0.5557228299517009,-2.6575400353922913,0.8491268977432228,-0.003197641327026411,-1.3462570019392697
12.08,1.83,2.32,18.5,81.0,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480.0,1,class_1,-1.34928528244373,-2.118001469784817,-0.04765232084869289,-0.46625056695413025,-0.8905459729866049
12.0,1.51,2.42,22.0,86.0,1.45,1.25,0.5,1.63,3.6,1.05,2.65,450.0,1,class_1,-1.5644826057199048,-1.8522145217655497,0.7810670309346313,-0.6050793910273216,-0.5164653651812157
12.69,1.53,2.26,20.7,80.0,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495.0,1,class_1,-1.9325556106314632,-1.55949545689862,-0.0892746761086791,-0.5225693568575643,-1.1736975707899502
12.29,2.83,2.22,18.0,88.0,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290.0,1,class_1,0.7466659419884504,-2.3129317092207375,0.11467976874541423,1.2485387039903952,0.26293687450295145
11.62,1.99,2.28,18.0,98.0,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345.0,1,class_1,0.9574553638036413,-2.223528434667459,0.14244477369872474,0.3140429470385515,0.9441427116782007
12.47,1.52,2.2,19.0,162.0,2.5,2.27,0.32,3.28,2.6,1.16,2.63,937.0,1,class_1,2.5438651841995528,0.16927402279974207,0.7886969907454818,-1.0328370427002713,3.73107920523574
11.81,2.12,2.74,21.5,134.0,1.6,0.99,0.14,1.56,2.5,0.95,2.26,625.0,1,class_1,-0.543952588776228,-0.3689265458773166,1.308895931856862,-1.2779985588465053,3.346790715256252
12.29,1.41,1.98,16.0,85.0,2.55,2.5,0.29,1.77,2.9,1.23,2.74,428.0,1,class_1,1.0310497503881486,-2.5655693487335207,-1.08639017381774,0.2638609847843395,-0.1898440149799334
12.37,1.07,2.1,18.5,88.0,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660.0,1,class_1,2.251909422148124,-1.432741380354253,-0.23020824379781582,0.9211710965438448,-0.23992293182092334
12.29,3.17,2.21,18.0,88.0,2.85,2.99,0.45,2.81,2.3,1.42,2.83,406.0,1,class_1,1.4102160153374594,-2.1661917693703825,0.748896410770878,1.1956111880598215,-0.7098572124767315
12.08,2.08,1.7,17.5,97.0,2.23,2.17,0.26,1.4,3.3,1.27,2.96,710.0,1,class_1,0.7977197926930408,-2.3769488030818593,-1.5681125312755275,-0.03481636022109326,0.6170913970699845
12.6,1.34,1.9,18.5,88.0,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562.0,1,class_1,-0.5495317266494643,-2.293128643245624,-1.4989353232010778,-0.3070386710514759,0.3260109342532321
12.34,2.45,2.46,21.0,98.0,2.56,2.11,0.34,1.31,2.8,0.8,3.38,438.0,1,class_1,-0.1611737399485444,-1.1644833215600152,1.0037131028373547,0.6616862238806812,0.30118514173661576
11.82,1.72,1.88,19.5,86.0,2.5,1.64,0.37,1.42,2.06,0.94,2.44,415.0,1,class_1,-0.6597949416843597,-2.679961185989632,-0.7649208684795157,0.4699547735549658,0.14447038463771777
12.51,1.73,1.98,20.5,85.0,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672.0,1,class_1,0.3923544081850827,-2.0987317087655346,-0.4718500076097401,0.43705657473857573,-0.30381045458023165
12.42,2.55,2.27,22.0,90.0,1.68,1.84,0.66,1.42,2.7,0.86,3.3,315.0,1,class_1,-1.7724990779600336,-1.7172884693761414,0.9470331744608642,0.2595125860680565,-1.0048254910501582
12.25,1.73,2.12,19.0,80.0,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510.0,1,class_1,-0.36626735735206417,-2.1693532978292804,-0.48132423474229213,0.39840046167274923,-0.46905131372183984
12.72,1.75,2.28,22.5,84.0,1.38,1.76,0.48,1.63,3.3,0.88,2.42,488.0,1,class_1,-1.620672572787479,-1.355583388025956,0.2871590006956159,-0.02602454598817339,-0.5693525482637508
12.22,1.29,1.94,19.0,92.0,2.36,2.04,0.39,2.08,2.7,0.86,3.02,312.0,1,class_1,0.08253578349332812,-2.3062345877483224,-0.46357498937395464,0.8903510234579507,0.3405765516376241
11.61,1.35,2.7,20.0,94.0,2.74,2.92,0.29,2.49,2.65,0.96,3.26,680.0,1,class_1,1.5782750709323823,-1.4620342902048158,1.779645954733284,0.6135844239909841,0.28798173626008194
11.46,3.74,1.82,19.5,107.0,3.18,2.58,0.24,3.58,2.9,0.75,2.81,562.0,1,class_1,1.4205692478240164,-1.4182066376337483,0.1392758294881913,3.4305394609748343,2.196884336813243
12.52,2.43,2.17,21.0,88.0,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325.0,1,class_1,-0.2787027536488541,-1.9305680886704657,0.0786705530472321,0.928520740796541,0.2614957781883515
11.76,2.68,2.92,20.0,103.0,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607.0,1,class_1,-1.3031449662482797,-0.7631723136577929,1.9995965104868547,-1.725835880171113,-0.7349062729166874
11.41,0.74,2.5,21.0,88.0,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434.0,1,class_1,-0.45707186565262337,-2.2694156075896736,1.0613389675926648,-0.8374320543803787,-0.32345084126727364
12.08,1.39,2.5,22.5,84.0,2.56,2.29,0.43,1.04,2.9,0.93,3.19,385.0,1,class_1,-0.49418584704437407,-1.9390450494868314,1.3239380723766911,-0.06159724830111113,-0.8489075288858683
11.03,1.51,2.2,21.5,85.0,2.46,2.17,0.52,2.01,1.9,1.71,2.87,407.0,1,class_1,0.48207440977309424,-3.871783848407238,1.3442712233930711,-0.8999104922079518,-0.9323577261763438
11.82,1.47,1.99,20.8,86.0,1.98,1.6,0.3,1.53,1.95,0.95,3.33,495.0,1,class_1,-0.25288887765319923,-2.8214923747015903,-0.30263978453064144,0.45796710142113106,0.37108725024717426
12.42,1.61,2.19,22.5,108.0,2.0,2.09,0.34,1.61,2.06,1.06,2.96,345.0,1,class_1,-0.10722763772912304,-1.9289220425669564,0.690148242507512,-0.2737224840847017,1.0710969307184237
12.77,3.43,1.98,16.0,80.0,1.63,1.25,0.43,0.83,3.4,0.7,2.12,372.0,1,class_1,-2.433012602550218,-1.2571410404943912,-1.9030274044113515,0.8697319052756078,-0.46814263413451457
12.0,3.43,2.0,19.0,87.0,2.0,1.64,0.37,1.87,1.28,0.93,3.05,564.0,1,class_1,-0.5510895391746504,-2.22216155077662,-0.35622883021253726,1.3633198872949552,0.21671559781467933
11.45,2.4,2.42,20.0,96.0,2.9,2.79,0.32,1.83,3.25,0.8,3.39,625.0,1,class_1,0.7396219285682225,-1.4089566673657121,1.125345492004235,1.205111467592601,0.4299212328758449
11.56,2.05,3.23,28.5,119.0,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465.0,1,class_1,1.3363217334183308,0.253336931168303,5.345388179195743,0.23903751260620404,0.23650254840122462
12.42,4.43,2.73,26.5,102.0,2.2,2.13,0.43,1.71,2.08,0.92,3.12,365.0,1,class_1,-1.177086996247772,-0.6639668398015719,3.0102218879464275,1.166136956482276,0.33272868633415364
13.05,5.8,2.13,21.5,86.0,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380.0,1,class_1,-0.46233500801967914,-0.6182881794850416,0.48344236634417787,3.576724357081911,0.12882144758823555
11.87,4.31,2.39,21.0,82.0,2.86,3.03,0.21,2.91,2.8,0.75,3.64,380.0,1,class_1,0.9784740793566485,-1.4455704988958265,1.481236974995943,3.7903350912632825,0.4998102584977631
12.07,2.16,2.17,21.0,85.0,2.6,2.65,0.37,1.35,2.76,0.86,3.28,378.0,1,class_1,-0.09680972631598485,-2.109997993135224,0.43482611561678636,1.0546952788758317,-0.31144442642564013
12.43,1.53,2.29,21.5,86.0,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352.0,1,class_1,0.03848714594902552,-1.2667621091578838,0.6875779128728073,1.2728841836169398,-0.35305217989106974
11.79,2.13,2.78,28.5,92.0,2.13,2.24,0.58,1.76,3.0,0.97,2.44,466.0,1,class_1,-1.5971585012074705,-1.2081435741284863,3.3611755553864264,-0.21927755281702496,-0.6407634332225768
12.37,1.63,2.3,24.5,88.0,2.22,2.45,0.4,1.9,2.12,0.89,2.78,342.0,1,class_1,-0.4795649160831248,-1.9388406603940458,1.2965075188296684,0.6869762250808236,-0.06048521935120085
12.04,4.3,2.38,22.0,80.0,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580.0,1,class_1,-1.7928334730311435,-1.1502881044421054,0.782800173182262,1.4787789658343165,-0.5042179729065089
12.86,1.35,2.32,18.0,122.0,1.51,1.25,0.21,0.94,4.1,0.76,1.29,630.0,2,class_2,-1.3271016561416014,0.170389232049029,-1.180013355309483,-1.50170980567447,2.305290326188173
12.88,2.99,2.4,20.0,104.0,1.3,1.22,0.24,0.83,5.4,0.74,1.42,530.0,2,class_2,-2.38450083474353,0.3745826055246934,-0.7238225948116618,-0.30819498345044916,1.3396319848374603
12.81,2.31,2.4,24.0,98.0,1.15,1.09,0.27,0.83,5.7,0.66,1.36,560.0,2,class_2,-2.936940102146613,0.2638618300683801,-0.16763981598372057,-0.4087734217917814,1.087806061439869
12.7,3.55,2.36,21.5,106.0,1.7,1.2,0.17,0.84,5.0,0.78,1.29,600.0,2,class_2,-2.1468111338160636,0.36825495188646074,-0.4533013014691855,0.04852756505452267,1.7266320466248097
12.51,1.24,2.25,17.5,85.0,2.0,0.58,0.6,1.25,5.45,0.75,1.51,650.0,2,class_2,-2.369869488333041,-0.4596348092311659,-1.1013997885920577,-0.8567773352940282,-1.0670065395140111
12.6,2.46,2.2,18.5,94.0,1.62,0.66,0.63,0.94,7.1,0.73,1.58,695.0,2,class_2,-3.063841568720354,0.3534128354584022,-1.0991241041153403,-0.7403981320869406,-0.7377080340420369
12.25,4.72,2.54,21.0,89.0,1.38,0.47,0.53,0.8,3.85,0.75,1.27,720.0,2,class_2,-3.915753783711889,0.15458251944173085,0.22182779984104659,-0.009068327453003747,-0.36272873638392006
12.53,5.51,2.64,25.0,96.0,1.79,0.6,0.63,1.1,5.0,0.82,1.69,515.0,2,class_2,-3.9364633907159625,0.6596872334097797,1.7122154192145345,0.5454838007805735,-0.5373248151605972
13.49,3.59,2.19,19.5,88.0,1.62,0.48,0.58,0.88,5.7,0.81,1.82,580.0,2,class_2,-3.0942761177622757,0.3488427592737956,-1.0268314134224517,-0.07134920796520763,-1.059349857094948
12.84,2.96,2.61,24.0,101.0,2.32,0.6,0.53,0.81,4.92,0.89,2.15,590.0,2,class_2,-2.374471628006922,0.29198035155999263,1.2419143328305629,-0.7488055395994877,-0.41557911281372645
12.93,2.81,2.7,21.0,96.0,1.54,0.5,0.53,0.75,4.6,0.77,2.31,600.0,2,class_2,-2.7788129476325127,0.2868048728821734,0.6096701239723721,-0.8793468858520326,-0.5544239360926243
13.36,2.56,2.35,20.0,89.0,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780.0,2,class_2,-2.2865612847384695,0.37250784468529824,-0.9716430323608547,-0.37143773595736596,-0.33809236820758276
13.52,3.17,2.72,23.5,97.0,1.55,0.52,0.5,0.55,4.35,0.89,2.06,520.0,2,class_2,-2.9856334874494657,0.48921790834701107,0.9469529317999699,-1.0362255856749134,-0.585146742999034
13.62,4.95,2.35,20.0,92.0,2.0,0.8,0.47,1.02,4.4,0.91,2.05,550.0,2,class_2,-2.3751946982271086,0.48233371724487684,-0.2528839940533351,0.6711492638133789,-0.6280919050420661
12.25,3.88,2.2,18.5,112.0,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855.0,2,class_2,-2.209865525595872,1.1600525041576415,-1.2451252259210637,0.3188381881276956,1.688693398107323
13.16,3.57,2.15,21.0,102.0,1.5,0.55,0.43,1.3,4.0,0.6,1.68,830.0,2,class_2,-2.625621004692721,0.5631607642108342,-0.8559610818033768,0.27568402610016696,0.6511122082281523
13.88,5.04,2.23,20.0,80.0,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415.0,2,class_2,-4.2806387787510864,0.6496709640237055,-1.458196961638569,1.128164302438607,-0.359554250027468
12.87,4.61,2.48,21.5,86.0,1.7,0.65,0.47,0.86,7.65,0.54,1.86,625.0,2,class_2,-3.5826413720011043,1.2727027497272987,-0.11078403762472895,1.049909044562014,-0.5235518995888951
13.32,3.24,2.38,21.5,92.0,1.93,0.76,0.45,1.25,8.42,0.55,1.62,650.0,2,class_2,-2.8070637200816586,1.5705337870411955,-0.47252793457208714,0.6273584503465349,-0.2601729969289211
13.08,3.9,2.36,21.5,113.0,1.41,1.39,0.34,1.14,9.4,0.57,1.33,550.0,2,class_2,-2.8996593330239118,2.0410570079384627,-0.4959598102350926,0.47115561543885237,1.4388772090990618
13.5,3.12,2.62,24.0,123.0,1.4,1.57,0.22,1.25,8.6,0.59,1.3,500.0,2,class_2,-2.3207369765492043,2.3563660755566724,0.4376817436187642,-0.052259775540503275,2.2344271940530813
12.79,2.67,2.48,22.0,112.0,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480.0,2,class_2,-2.5498309472261362,2.0452830910195217,-0.3122679986509295,0.3869716822307278,1.8475226161978904
13.11,1.9,2.75,25.5,116.0,2.2,1.28,0.26,1.56,7.1,0.61,1.33,425.0,2,class_2,-1.812541284842298,1.5276459462687497,1.362589781587873,-0.18939590603489495,1.7493871973183583
13.23,3.3,2.28,18.5,98.0,1.8,0.83,0.61,1.87,10.52,0.56,1.51,675.0,2,class_2,-2.7601446419239504,2.13893234764261,-0.9646286882006792,0.6683861119277931,-0.47704169257433854
12.58,1.29,2.1,20.0,103.0,1.48,0.58,0.53,1.4,7.6,0.58,1.55,640.0,2,class_2,-2.7371505006679904,0.4098862708817905,-1.190404683966984,-0.6630452043229474,0.45903677670238846
13.17,5.19,2.32,22.0,93.0,1.74,0.63,0.61,1.55,7.9,0.6,1.48,725.0,2,class_2,-3.604868868183425,1.8023842175839642,-0.09403686133597376,1.2688404735137249,-0.6094653319307258
13.84,4.12,2.38,19.5,89.0,1.8,0.83,0.48,1.56,9.01,0.57,1.64,480.0,2,class_2,-2.8898259968735065,1.9252186131303408,-0.7823225555084486,1.3247254007768865,-0.5712429547605499
12.45,3.03,2.64,27.0,97.0,1.9,0.58,0.63,1.14,7.5,0.67,1.73,880.0,2,class_2,-3.392156076835721,1.3118763884735927,1.6020259689000207,-0.48284214412978765,-0.670871384463432
14.34,1.68,2.7,25.0,98.0,2.8,1.31,0.53,2.7,13.0,0.57,1.96,660.0,2,class_2,-1.0481818968536785,3.515089691219727,1.1600385659132275,0.9353293944209101,-0.8994485346148527
13.48,1.67,2.64,22.5,89.0,2.6,1.1,0.52,2.29,11.75,0.57,1.78,620.0,2,class_2,-1.6099122828479355,2.406638159574325,0.5485596972407096,0.7543096839806985,-0.9952068461741674
12.36,3.83,2.38,21.0,88.0,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520.0,2,class_2,-3.1431309667439744,0.7381610441757955,-0.09099872392222472,0.9806478454856681,-0.4098135188778038
13.69,3.26,2.54,20.0,107.0,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680.0,2,class_2,-2.2401568962695433,1.1754652881188634,-0.10137693249612098,-1.1652787163314828,-0.2644492921931573
12.85,3.27,2.58,22.0,106.0,1.65,0.6,0.6,0.96,5.58,0.87,2.11,570.0,2,class_2,-2.8476737761195197,0.5560439658826724,0.8042152181010287,-0.897888066259541,-0.2548013167243887
12.96,3.45,2.35,18.5,106.0,1.39,0.7,0.4,0.94,5.28,0.68,1.75,675.0,2,class_2,-2.597497056648764,0.6979655372009189,-0.8849395211306322,-0.2742287476825366,0.772235497188655
13.78,2.76,2.3,22.0,90.0,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615.0,2,class_2,-2.9492993731348447,1.555308964283982,-0.9834007272249414,0.015480346925873162,-0.3640821104849845
13.73,4.36,2.26,22.5,88.0,1.28,0.47,0.52,1.15,6.62,0.78,1.75,520.0,2,class_2,-3.530032266349312,0.8825267962042351,-0.4660291277785409,0.5807896245708627,-0.6689597199930875
13.45,3.7,2.6,23.0,111.0,1.7,0.92,0.43,1.46,10.68,0.85,1.56,695.0,2,class_2,-2.4061105404785526,2.592356175042394,0.4282262107995788,-0.18433509160571013,0.44766112377073064
12.82,3.37,2.3,19.5,88.0,1.48,0.66,0.4,0.97,10.26,0.72,1.75,685.0,2,class_2,-2.9290847269674556,1.2744469479044804,-1.2133582715051492,0.29531604694656316,-0.2673499275876943
13.58,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750.0,2,class_2,-2.18141277881262,2.077537312734513,0.7637825515581201,-0.3895933218994557,0.3598736020403035
13.4,4.6,2.86,25.0,112.0,1.98,0.96,0.27,1.11,8.5,0.67,1.92,630.0,2,class_2,-2.380927787135639,2.5886674324185868,1.418044029496814,0.5885019355198899,1.1279968090043708
12.2,3.03,2.32,19.0,96.0,1.25,0.49,0.4,0.73,5.5,0.66,1.83,510.0,2,class_2,-3.211617215041247,-0.2512491044255918,-0.847129152128501,-0.21706535466547447,0.6090952147103325
